0	0	0	0	0	0	-nan	
0.25	0	0	0	0	0	-nan	
0	0.25	0	0	0	0	-nan	
0	0	0	0	0	0.03925	-nan	
0.166667	0.166667	0	0	0	-0.03925	-nan	
0.0416665	0.0416665	0	0	0	0.019625	-nan	
0.125	0	0	0	0	0	-nan	
0	0.125	0	0	0	0	-nan	
0	0	0	0	0	0.019625	-nan	
0.0833335	0.0833335	0	0	0	-0.019625	-nan	
0.0208335	0.0208335	0	0	0	0.00981247	-nan	
0.0625	0	0	0	0	0	-nan	
0	0.0625	0	0	0	0	-nan	
0	0	0	0	0	0.00981247	-nan	
0.0416665	0.0416665	0	0	0	-0.00981247	-nan	
0.0104165	0.0104165	0	0	0	0.00490624	-nan	
0.03125	0	0	0	0	0	-nan	
0	0.03125	0	0	0	0	-nan	
0	0	0	0	0	0.00490624	-nan	
0.0208335	0.0208335	0	0	0	-0.00490624	-nan	
0.00520849	0.00520849	0	0	0	0.00245315	-nan	
0.015625	0	0	0	0	0	-nan	
0	0.015625	0	0	0	0	-nan	
0	0	0	0	0	0.00245315	-nan	
0.0104165	0.0104165	0	0	0	-0.00245315	-nan	
0.00260401	0.00260401	0	0	0	0.00122654	-nan	
0.0078125	0	0	0	0	0	-nan	
0	0.0078125	0	0	0	0	-nan	
0	0	0	0	0	0.00122654	-nan	
0.00520849	0.00520849	0	0	0	-0.00122654	-nan	
0.00130224	0.00130224	0	0	0	0.000613272	-nan	
0.00390625	0	0	0	0	0	-nan	
0	0.00390625	0	0	0	0	-nan	
0	0	0	0	0	0.000613272	-nan	
0.00260401	0.00260401	0	0	0	-0.000613272	-nan	
0.000650883	0.000650883	0	0	0	0.000306666	-nan	
0.00195312	0	0	0	0	0	-nan	
0	0.00195312	0	0	0	0	-nan	
0	0	0	0	0	0.000306666	-nan	
0.00130224	0.00130224	0	0	0	-0.000306666	-nan	
0.00032568	0.00032568	0	0	0	0.000153303	-nan	
0.000976562	0	0	0	0	0	-nan	
0	0.000976562	0	0	0	0	-nan	
0	0	0	0	0	0.000153303	-nan	
0.000650883	0.000650883	0	0	0	-0.000153303	-nan	
0.000162601	0.000162601	0	0	0	7.66516e-05	-nan	
0.000488281	0	0	0	0	0	-nan	
0	0.000488281	0	0	0	0	-nan	
0	0	0	0	0	7.66516e-05	-nan	
0.00032568	0.00032568	0	0	0	-7.66516e-05	-nan	
8.15392e-05	8.15392e-05	0	0	0	3.83258e-05	-nan	
0.000244141	0	0	0	0	0	-nan	
0	0.000244141	0	0	0	0	-nan	
0	0	0	0	0	3.83258e-05	-nan	
0.000162601	0.000162601	0	0	0	-3.83258e-05	-nan	
4.05312e-05	4.05312e-05	0	0	0	1.91927e-05	-nan	
0.00012207	0	0	0	0	0	-nan	
0	0.00012207	0	0	0	0	-nan	
0	0	0	0	0	1.91927e-05	-nan	
8.15392e-05	8.15392e-05	0	0	0	-1.91927e-05	-nan	
2.0504e-05	2.0504e-05	0	0	0	9.59635e-06	-nan	
6.10352e-05	0	0	0	0	0	-nan	
0	6.10352e-05	0	0	0	0	-nan	
0	0	0	0	0	9.59635e-06	-nan	
4.05312e-05	4.05312e-05	0	0	0	-9.59635e-06	-nan	
1.00136e-05	1.00136e-05	0	0	0	4.76837e-06	-nan	
3.05176e-05	0	0	0	0	0	-nan	
0	3.05176e-05	0	0	0	0	-nan	
0	0	0	0	0	4.76837e-06	-nan	
2.0504e-05	2.0504e-05	0	0	0	-4.76837e-06	-nan	
5.24521e-06	5.24521e-06	0	0	0	2.38419e-06	-nan	
1.52588e-05	0	0	0	0	0	-nan	
0	1.52588e-05	0	0	0	0	-nan	
0	0	0	0	0	2.38419e-06	-nan	
1.00136e-05	1.00136e-05	0	0	0	-2.38419e-06	-nan	
2.38419e-06	2.38419e-06	0	0	0	1.19209e-06	-nan	
7.62939e-06	0	0	0	0	0	-nan	
